🕘️更新时间,#genre#
安徽卫视,http://171.213.155.73:8188/udp/239.93.1.106:5140
安徽卫视,http://180.213.170.24:8188/rtp/239.5.1.26:5000
安徽卫视,http://106.116.241.206:9999/rtp/239.254.200.163:6000
安徽卫视,http://223.198.241.63:4000/rtp/239.253.64.129:5140
安徽卫视,http://118.251.18.140:8188/udp/239.76.252.196:9000
安徽卫视,http://118.251.18.140:8188/udp/239.76.245.196:1234
安徽卫视,http://58.46.31.101:8188/udp/239.76.252.196:9000
安徽卫视,http://58.46.31.101:8188/udp/239.76.245.196:1234
安徽卫视,http://223.167.230.155:4022/rtp/239.45.1.120:5140
重庆卫视,http://171.213.154.117:8188/udp/239.93.1.107:5140
重庆卫视,http://171.213.155.73:8188/udp/239.93.1.107:5140
重庆卫视,http://180.213.170.24:8188/rtp/239.5.1.47:5000
重庆卫视,http://106.116.241.206:9999/rtp/239.254.200.203:6323
重庆卫视,http://223.198.241.63:4000/rtp/239.253.64.55:5140
重庆卫视,http://118.251.18.140:8188/udp/239.76.253.92:9000
重庆卫视,http://118.251.18.140:8188/udp/239.76.246.92:1234
重庆卫视,http://58.46.31.101:8188/udp/239.76.253.92:9000
重庆卫视,http://58.46.31.101:8188/udp/239.76.246.92:1234
重庆卫视,http://223.167.230.155:4022/rtp/239.45.1.84:5140
东方卫视,http://171.213.154.117:8188/udp/239.93.0.123:5140
东方卫视,http://171.213.155.73:8188/udp/239.93.0.123:5140
东方卫视,http://180.213.170.24:8188/rtp/239.5.1.81:5000
东方卫视,http://106.116.241.206:9999/rtp/239.254.200.52:8032
东方卫视,http://223.198.241.63:4000/rtp/239.253.64.201:5140
东方卫视,http://118.251.18.140:8188/udp/239.76.253.186:9000
东方卫视,http://118.251.18.140:8188/udp/239.76.246.186:1234
东方卫视,http://58.46.31.101:8188/udp/239.76.253.186:9000
东方卫视,http://58.46.31.101:8188/udp/239.76.246.186:1234
东方卫视,http://223.167.230.155:4022/rtp/239.45.3.146:5140
东南卫视,http://171.213.154.117:8188/udp/239.93.0.42:5140
东南卫视,http://171.213.155.73:8188/udp/239.93.0.42:5140
东南卫视,http://106.116.241.206:9999/rtp/239.254.201.13:6291
东南卫视,http://223.198.241.63:4000/rtp/239.253.64.66:5140
东南卫视,http://118.251.18.140:8188/udp/239.76.252.190:9000
东南卫视,http://118.251.18.140:8188/udp/239.76.245.190:1234
东南卫视,http://58.46.31.101:8188/udp/239.76.252.190:9000
东南卫视,http://58.46.31.101:8188/udp/239.76.245.190:1234
东南卫视,http://223.167.230.155:4022/rtp/239.45.1.121:5140
东南卫视,http://110.178.145.163:8188/udp/239.1.1.33:8033
甘肃卫视,http://171.213.154.117:8188/udp/239.93.0.81:5140
甘肃卫视,http://171.213.155.73:8188/udp/239.93.0.81:5140
甘肃卫视,http://223.198.241.63:4000/rtp/239.253.64.140:5140
甘肃卫视,http://118.251.18.140:8188/udp/239.76.253.94:9000
甘肃卫视,http://118.251.18.140:8188/udp/239.76.246.94:1234
甘肃卫视,http://58.46.31.101:8188/udp/239.76.253.94:9000
甘肃卫视,http://58.46.31.101:8188/udp/239.76.246.94:1234
甘肃卫视,http://223.167.230.155:4022/rtp/239.45.1.234:5140
甘肃卫视,http://110.178.145.163:8188/rtp/239.1.1.51:8051
甘肃卫视,http://61.159.134.181:4022/rtp/238.255.2.73:5999
广西卫视,http://171.213.154.117:8188/udp/239.93.42.46:5140
广西卫视,http://171.213.155.73:8188/udp/239.93.42.46:5140
广西卫视,http://180.213.170.24:8188/rtp/239.5.1.110:5000
广西卫视,http://106.116.241.206:9999/rtp/239.254.200.80:8300
广西卫视,http://223.198.241.63:4000/rtp/239.253.64.45:5140
广西卫视,http://118.251.18.140:8188/udp/239.76.254.54:9000
广西卫视,http://58.46.31.101:8188/udp/239.76.254.54:9000
广西卫视,http://223.167.230.155:4022/rtp/239.45.0.5:5140
广西卫视,http://110.178.145.163:8188/udp/239.1.1.40:8040
广西卫视,http://61.159.134.181:4022/rtp/238.255.2.64:5999
贵州卫视,http://171.213.154.117:8188/udp/239.93.0.131:5140
贵州卫视,http://171.213.155.73:8188/udp/239.93.0.131:5140
贵州卫视,http://180.213.170.24:8188/rtp/239.5.1.85:5000
贵州卫视,http://106.116.241.206:9999/rtp/239.254.201.20:6315
贵州卫视,http://223.198.241.63:4000/rtp/239.253.64.197:5140
贵州卫视,http://118.251.18.140:8188/udp/239.76.252.198:9000
贵州卫视,http://118.251.18.140:8188/udp/239.76.245.198:1234
贵州卫视,http://58.46.31.101:8188/udp/239.76.252.198:9000
贵州卫视,http://58.46.31.101:8188/udp/239.76.245.198:1234
贵州卫视,http://223.167.230.155:4022/rtp/239.45.1.80:5140
海南卫视,http://180.213.170.24:8188/rtp/239.5.1.111:5000
海南卫视,http://106.116.241.206:9999/rtp/239.254.201.125:6288
海南卫视,http://223.198.241.63:4000/rtp/239.253.64.253:5140
海南卫视,http://118.251.18.140:8188/udp/239.76.253.203:9000
海南卫视,http://118.251.18.140:8188/udp/239.76.246.203:1234
海南卫视,http://58.46.31.101:8188/udp/239.76.253.203:9000
海南卫视,http://58.46.31.101:8188/udp/239.76.246.203:1234
海南卫视,http://223.167.230.155:4022/rtp/239.45.1.81:5140
海南卫视,http://110.178.145.163:8188/rtp/239.1.1.55:8055
海南卫视,http://61.159.134.181:4022/rtp/238.255.2.58:5999
河北卫视,http://171.213.154.117:8188/udp/239.93.0.132:5140
河北卫视,http://171.213.155.73:8188/udp/239.93.0.132:5140
河北卫视,http://180.213.170.24:8188/rtp/239.5.1.82:5000
河北卫视,http://106.116.241.206:9999/rtp/239.254.200.174:6000
河北卫视,http://223.198.241.63:4000/rtp/239.253.64.210:5140
河北卫视,http://118.251.18.140:8188/udp/239.76.252.199:9000
河北卫视,http://118.251.18.140:8188/udp/239.76.245.199:1234
河北卫视,http://58.46.31.101:8188/udp/239.76.252.199:9000
河北卫视,http://58.46.31.101:8188/udp/239.76.245.199:1234
河北卫视,http://223.167.230.155:4022/rtp/239.45.1.44:5140
河南卫视,http://171.213.154.117:8188/udp/239.93.42.45:5140
河南卫视,http://171.213.155.73:8188/udp/239.93.42.45:5140
河南卫视,http://180.213.170.24:8188/rtp/239.5.1.109:5000
河南卫视,http://106.116.241.206:9999/rtp/239.254.201.16:7174
河南卫视,http://223.198.241.63:4000/rtp/239.253.64.38:5140
河南卫视,http://118.251.18.140:8188/udp/239.76.253.202:9000
河南卫视,http://118.251.18.140:8188/udp/239.76.246.202:1234
河南卫视,http://58.46.31.101:8188/udp/239.76.253.202:9000
河南卫视,http://58.46.31.101:8188/udp/239.76.246.202:1234
河南卫视,http://223.167.230.155:4022/rtp/239.45.0.3:5140
吉林卫视,http://171.213.154.117:8188/udp/239.93.0.248:5140
吉林卫视,http://171.213.155.73:8188/udp/239.93.0.248:5140
吉林卫视,http://180.213.170.24:8188/rtp/239.5.1.83:5000
吉林卫视,http://106.116.241.206:9999/rtp/239.254.201.15:6339
吉林卫视,http://223.198.241.63:4000/rtp/239.253.64.57:5140
吉林卫视,http://118.251.18.140:8188/udp/239.76.253.201:9000
吉林卫视,http://118.251.18.140:8188/udp/239.76.246.201:1234
吉林卫视,http://58.46.31.101:8188/udp/239.76.253.201:9000
吉林卫视,http://58.46.31.101:8188/udp/239.76.246.201:1234
吉林卫视,http://223.167.230.155:4022/rtp/239.45.0.6:5140
江苏卫视,http://171.213.154.117:8188/udp/239.93.0.89:5140
江苏卫视,http://171.213.155.73:8188/udp/239.93.0.89:5140
江苏卫视,http://180.213.170.24:8188/rtp/239.5.1.25:5000
江苏卫视,http://106.116.241.206:9999/rtp/239.254.200.51:8028
江苏卫视,http://223.198.241.63:4000/rtp/239.253.64.202:5140
江苏卫视,http://118.251.18.140:8188/udp/239.76.253.181:9000
江苏卫视,http://118.251.18.140:8188/udp/239.76.251.89:9000
江苏卫视,http://118.251.18.140:8188/udp/239.76.246.181:1234
江苏卫视,http://58.46.31.101:8188/udp/239.76.253.181:9000
江苏卫视,http://58.46.31.101:8188/udp/239.76.251.89:9000
江西卫视,http://171.213.154.117:8188/udp/239.93.0.134:5140
江西卫视,http://171.213.155.73:8188/udp/239.93.0.134:5140
江西卫视,http://180.213.170.24:8188/rtp/239.5.1.84:5000
江西卫视,http://106.116.241.206:9999/rtp/239.254.201.12:6290
江西卫视,http://223.198.241.63:4000/rtp/239.253.64.56:5140
江西卫视,http://118.251.18.140:8188/udp/239.76.252.225:9000
江西卫视,http://118.251.18.140:8188/udp/239.76.245.225:1234
江西卫视,http://58.46.31.101:8188/udp/239.76.252.225:9000
江西卫视,http://58.46.31.101:8188/udp/239.76.245.225:1234
江西卫视,http://223.167.230.155:4022/rtp/239.45.1.122:5140
辽宁卫视,http://171.213.154.117:8188/udp/239.93.1.108:5140
辽宁卫视,http://171.213.155.73:8188/udp/239.93.1.108:5140
辽宁卫视,http://180.213.170.24:8188/rtp/239.5.1.46:5000
辽宁卫视,http://106.116.241.206:9999/rtp/239.254.200.57:8056
辽宁卫视,http://223.198.241.63:4000/rtp/239.253.64.150:5140
辽宁卫视,http://118.251.18.140:8188/udp/239.76.252.197:9000
辽宁卫视,http://118.251.18.140:8188/udp/239.76.245.197:1234
辽宁卫视,http://58.46.31.101:8188/udp/239.76.252.197:9000
辽宁卫视,http://58.46.31.101:8188/udp/239.76.245.197:1234
辽宁卫视,http://223.167.230.155:4022/rtp/239.45.1.123:5140
内蒙古卫视,http://106.116.241.206:9999/rtp/239.254.200.84:8176
内蒙古卫视,http://223.198.241.63:4000/rtp/239.253.64.144:5140
内蒙古卫视,http://223.167.230.155:4022/rtp/239.45.1.238:5140
内蒙古卫视,http://110.178.145.163:8188/rtp/239.1.1.60:8060
内蒙古卫视,http://61.159.134.181:4022/rtp/238.255.2.53:5999
内蒙古卫视,http://27.154.99.234:3386/rtp/239.61.2.226:9344
内蒙古卫视,http://115.171.216.32:4000/rtp/225.1.8.156:8176
内蒙古卫视,http://115.171.216.40:4000/rtp/225.1.8.156:8176
内蒙古卫视,http://124.114.103.202:6789/rtp/239.112.205.55:5140
内蒙古卫视,http://220.167.170.208:4000/rtp/239.120.1.135:8868
宁夏卫视,http://180.213.170.24:8188/rtp/239.5.0.56:5000
宁夏卫视,http://106.116.241.206:9999/rtp/239.254.200.87:8124
宁夏卫视,http://223.198.241.63:4000/rtp/239.253.64.89:5140
宁夏卫视,http://223.167.230.155:4022/rtp/239.45.1.213:5140
宁夏卫视,http://110.178.145.163:8188/rtp/239.1.1.56:8056
宁夏卫视,http://61.159.134.181:4022/rtp/238.255.2.75:5999
宁夏卫视,http://106.59.2.152:55555/rtp/239.200.200.60:8308
宁夏卫视,http://106.59.3.228:55555/rtp/239.200.200.60:8308
宁夏卫视,http://27.154.99.234:3386/rtp/239.61.2.56:8330
宁夏卫视,http://115.171.216.32:4000/rtp/225.1.8.159:8124
青海卫视,http://106.116.241.206:9999/rtp/239.254.200.85:8184
青海卫视,http://223.198.241.63:4000/rtp/239.253.64.46:5140
青海卫视,http://118.251.18.140:8188/udp/239.76.254.132:9000
青海卫视,http://58.46.31.101:8188/udp/239.76.254.132:9000
青海卫视,http://223.167.230.155:4022/rtp/239.45.1.230:5140
青海卫视,http://110.178.145.163:8188/rtp/239.1.1.53:8053
青海卫视,http://61.159.134.181:4022/rtp/238.255.2.51:5999
青海卫视,http://106.59.2.152:55555/rtp/239.200.200.58:8300
青海卫视,http://106.59.3.228:55555/rtp/239.200.200.58:8300
青海卫视,http://27.154.99.234:3386/rtp/239.61.2.60:8354
山东卫视,http://171.213.154.117:8188/udp/239.93.0.168:5140
山东卫视,http://171.213.155.73:8188/udp/239.93.0.168:5140
山东卫视,http://180.213.170.24:8188/rtp/239.5.1.21:5000
山东卫视,http://106.116.241.206:9999/rtp/239.254.200.55:8052
山东卫视,http://223.198.241.63:4000/rtp/239.253.64.208:5140
山东卫视,http://118.251.18.140:8188/udp/239.76.253.195:9000
山东卫视,http://118.251.18.140:8188/udp/239.76.246.195:1234
山东卫视,http://58.46.31.101:8188/udp/239.76.253.195:9000
山东卫视,http://58.46.31.101:8188/udp/239.76.246.195:1234
山东卫视,http://223.167.230.155:4022/rtp/239.45.3.238:5140
山西卫视,http://106.116.241.206:9999/rtp/239.254.200.83:8172
山西卫视,http://223.198.241.63:4000/rtp/239.253.64.31:5140
山西卫视,http://223.167.230.155:4022/rtp/239.45.1.229:5140
山西卫视,http://110.178.145.163:8188/udp/239.1.1.1:8001
山西卫视,http://61.159.134.181:4022/rtp/238.255.2.71:5999
山西卫视,http://106.59.2.152:55555/rtp/239.200.200.56:8292
山西卫视,http://106.59.3.228:55555/rtp/239.200.200.56:8292
山西卫视,http://27.154.99.234:3386/rtp/239.61.2.224:9332
山西卫视,http://115.171.216.32:4000/rtp/225.1.8.155:8172
山西卫视,http://115.171.216.40:4000/rtp/225.1.8.155:8172
陕西卫视,http://171.213.154.117:8188/udp/239.93.0.143:5140
陕西卫视,http://171.213.155.73:8188/udp/239.93.0.143:5140
陕西卫视,http://106.116.241.206:9999/rtp/239.254.200.82:8140
陕西卫视,http://223.198.241.63:4000/rtp/239.253.64.37:5140
陕西卫视,http://118.251.18.140:8188/udp/239.76.254.76:9000
陕西卫视,http://58.46.31.101:8188/udp/239.76.254.76:9000
陕西卫视,http://223.167.230.155:4022/rtp/239.45.1.232:5140
陕西卫视,http://110.178.145.163:8188/rtp/239.1.1.50:8050
陕西卫视,http://61.159.134.181:4022/rtp/238.255.2.72:5999
陕西卫视,http://106.59.2.152:55555/rtp/239.200.200.55:8288
四川卫视,http://171.213.154.117:8188/udp/239.93.0.169:5140
四川卫视,http://171.213.155.73:8188/udp/239.93.0.169:5140
四川卫视,http://180.213.170.24:8188/rtp/239.5.1.22:5000
四川卫视,http://106.116.241.206:9999/rtp/239.254.200.202:6325
四川卫视,http://223.198.241.63:4000/rtp/239.253.64.36:5140
四川卫视,http://118.251.18.140:8188/udp/239.76.253.91:9000
四川卫视,http://118.251.18.140:8188/udp/239.76.246.91:1234
四川卫视,http://58.46.31.101:8188/udp/239.76.253.91:9000
四川卫视,http://58.46.31.101:8188/udp/239.76.246.91:1234
四川卫视,http://223.167.230.155:4022/rtp/239.45.1.83:5140
深圳卫视,http://171.213.154.117:8188/udp/239.93.0.182:5140
深圳卫视,http://171.213.155.73:8188/udp/239.93.0.182:5140
深圳卫视,http://180.213.170.24:8188/rtp/239.5.1.19:5000
深圳卫视,http://106.116.241.206:9999/rtp/239.254.200.50:8020
深圳卫视,http://223.198.241.63:4000/rtp/239.253.64.203:5140
深圳卫视,http://118.251.18.140:8188/udp/239.76.253.188:9000
深圳卫视,http://118.251.18.140:8188/udp/239.76.246.188:1234
深圳卫视,http://58.46.31.101:8188/udp/239.76.253.188:9000
深圳卫视,http://58.46.31.101:8188/udp/239.76.246.188:1234
深圳卫视,http://223.167.230.155:4022/rtp/239.45.3.231:5140
三沙卫视,http://118.251.18.140:8188/udp/239.76.253.74:9000
三沙卫视,http://118.251.18.140:8188/udp/239.76.246.74:1234
三沙卫视,http://58.46.31.101:8188/udp/239.76.253.74:9000
三沙卫视,http://58.46.31.101:8188/udp/239.76.246.74:1234
三沙卫视,http://223.167.230.155:4022/rtp/239.45.1.82:5140
三沙卫视,http://110.178.145.163:8188/rtp/239.1.1.70:8070
三沙卫视,http://61.159.134.181:4022/rtp/238.255.2.203:5999
三沙卫视,http://106.59.2.152:55555/rtp/239.200.201.136:8140
三沙卫视,http://106.59.3.228:55555/rtp/239.200.201.136:8140
三沙卫视,http://27.154.99.234:3386/rtp/239.61.3.10:9578
天津卫视,http://171.213.154.117:8188/udp/239.93.0.167:5140
天津卫视,http://171.213.155.73:8188/udp/239.93.0.167:5140
天津卫视,http://180.213.170.24:8188/rtp/239.5.1.1:5000
天津卫视,http://106.116.241.206:9999/rtp/239.254.200.54:1234
天津卫视,http://223.198.241.63:4000/rtp/239.253.64.198:5140
天津卫视,http://118.251.18.140:8188/udp/239.76.253.185:9000
天津卫视,http://118.251.18.140:8188/udp/239.76.251.92:9000
天津卫视,http://118.251.18.140:8188/udp/239.76.246.185:1234
天津卫视,http://58.46.31.101:8188/udp/239.76.253.185:9000
天津卫视,http://58.46.31.101:8188/udp/239.76.251.92:9000
西藏卫视,http://180.213.170.24:8188/rtp/239.5.0.51:5000
西藏卫视,http://106.116.241.206:9999/rtp/239.254.200.88:8164
西藏卫视,http://223.198.241.63:4000/rtp/239.253.64.143:5140
西藏卫视,http://223.167.230.155:4022/rtp/239.45.1.231:5140
西藏卫视,http://110.178.145.163:8188/rtp/239.1.1.57:8057
西藏卫视,http://61.159.134.181:4022/rtp/238.255.2.202:5999
西藏卫视,http://61.159.134.181:4022/rtp/238.255.2.65:5999
西藏卫视,http://106.59.2.152:55555/rtp/239.200.200.61:8312
西藏卫视,http://106.59.3.228:55555/rtp/239.200.200.61:8312
西藏卫视,http://27.154.99.234:3386/rtp/239.61.2.229:9362
新疆卫视,http://106.116.241.206:9999/rtp/239.254.200.89:8160
新疆卫视,http://223.198.241.63:4000/rtp/239.253.64.146:5140
新疆卫视,http://223.167.230.155:4022/rtp/239.45.1.116:5140
新疆卫视,http://110.178.145.163:8188/rtp/239.1.1.59:8059
新疆卫视,http://61.159.134.181:4022/rtp/238.255.2.163:5999
新疆卫视,http://61.159.134.181:4022/rtp/238.255.2.66:5999
新疆卫视,http://106.59.2.152:55555/rtp/239.200.200.62:8316
新疆卫视,http://106.59.3.228:55555/rtp/239.200.200.62:8316
新疆卫视,http://27.154.99.234:3386/rtp/239.61.2.227:9350
新疆卫视,http://115.171.216.32:4000/rtp/225.1.8.161:8160
云南卫视,http://171.213.154.117:8188/udp/239.93.1.174:5140
云南卫视,http://171.213.154.117:8188/udp/239.93.0.174:5140
云南卫视,http://171.213.155.73:8188/udp/239.93.1.174:5140
云南卫视,http://171.213.155.73:8188/udp/239.93.0.174:5140
云南卫视,http://180.213.170.24:8188/rtp/239.5.0.61:5000
云南卫视,http://106.116.241.206:9999/rtp/239.254.200.68:8108
云南卫视,http://223.198.241.63:4000/rtp/239.253.64.147:5140
云南卫视,http://118.251.18.140:8188/udp/239.76.254.60:9000
云南卫视,http://58.46.31.101:8188/udp/239.76.254.60:9000
云南卫视,http://223.167.230.155:4022/rtp/239.45.0.4:5140

港澳台,#genre#
凤凰资讯,http://171.213.154.117:8188/udp/239.93.0.118:2191
凤凰资讯,http://171.213.155.73:8188/udp/239.93.0.118:2191
凤凰资讯,http://106.116.241.206:9999/rtp/239.254.201.3:5227
凤凰资讯,http://118.251.18.140:8188/udp/239.76.253.135:9000
凤凰资讯,http://118.251.18.140:8188/udp/239.76.246.135:1234
凤凰资讯,http://58.46.31.101:8188/udp/239.76.253.135:9000
凤凰资讯,http://58.46.31.101:8188/udp/239.76.246.135:1234
凤凰资讯,http://110.178.145.163:8188/udp/239.1.1.127:8127
凤凰资讯,http://27.154.99.234:3386/rtp/239.61.2.183:9086
凤凰资讯,http://42.92.117.151:8231/udp/239.255.30.70:8231
凤凰中文,http://171.213.154.117:8188/udp/239.93.0.162:2192
凤凰中文,http://171.213.155.73:8188/udp/239.93.0.162:2192
凤凰中文,http://106.116.241.206:9999/rtp/239.254.201.2:5226
凤凰中文,http://118.251.18.140:8188/udp/239.76.253.134:9000
凤凰中文,http://118.251.18.140:8188/udp/239.76.246.134:1234
凤凰中文,http://58.46.31.101:8188/udp/239.76.253.134:9000
凤凰中文,http://58.46.31.101:8188/udp/239.76.246.134:1234
凤凰中文,http://27.154.99.234:3386/rtp/239.61.2.184:9092
凤凰中文,http://42.92.117.151:8231/udp/239.255.30.50:8231
凤凰中文,http://115.211.1.213:8001/udp/233.50.200.191:5140

熊猫,#genre#
成都高清,http://gcalic.v.myalicdn.com/gc/ipanda_1td/index.m3u8
都江堰高清,http://gcalic.v.myalicdn.com/gc/ipanda1000_1td/index.m3u8
大丰麋鹿,http://gcalic.v.myalicdn.com/gc/xiongmao23_1/index.m3u8
白马雪山,http://gcalic.v.myalicdn.com/gc/xiongmao24_1/index.m3u8
都江堰青青,http://gcalic.v.myalicdn.com/gc/xiongmao20_1/index.m3u8
都江堰妃妃,http://gcalic.v.myalicdn.com/gc/xiongmao13_1/index.m3u8
都江堰娅祥,http://gcalic.v.myalicdn.com/gc/xiongmao15_1/index.m3u8
都江堰瑞瑞,http://gcalic.v.myalicdn.com/gc/xiongmao11_1/index.m3u8
都江堰英英,http://gcalic.v.myalicdn.com/gc/xiongmao16_1/index.m3u8
都江堰水秀,http://gcalic.v.myalicdn.com/gc/xiongmao12_1/index.m3u8
卧龙怡然,http://gcalic.v.myalicdn.com/gc/xiongmao18_1/index.m3u8
壹壹玖玖,http://gcalic.v.myalicdn.com/gc/xiongmao14_1/index.m3u8
基地成年园1,http://gcalic.v.myalicdn.com/gc/xiongmao01_1/index.m3u8
基地成年园2,http://gcalic.v.myalicdn.com/gc/xiongmao02_1/index.m3u8
基地幼年园1,http://gcalic.v.myalicdn.com/gc/xiongmao03_1/index.m3u8
基地幼年园2,http://gcalic.v.myalicdn.com/gc/xiongmao04_1/index.m3u8
基地幼儿园1,http://gcalic.v.myalicdn.com/gc/xiongmao05_1/index.m3u8
基地幼儿园2,http://gcalic.v.myalicdn.com/gc/xiongmao06_1/index.m3u8
基地母子园,http://gcalic.v.myalicdn.com/gc/xiongmao07_1/index.m3u8
基地别墅1,http://gcalic.v.myalicdn.com/gc/xiongmao09_1/index.m3u8
基地别墅2,http://gcalic.v.myalicdn.com/gc/xiongmao10_1/index.m3u8

轮播,#genre#
CHC家庭影院,http://180.213.170.24:8188/rtp/239.5.1.50:5000
CHC家庭影院,http://118.251.18.140:8188/udp/239.76.252.241:9000
CHC家庭影院,http://118.251.18.140:8188/udp/239.76.245.241:1234
CHC家庭影院,http://58.46.31.101:8188/udp/239.76.252.241:9000
CHC家庭影院,http://58.46.31.101:8188/udp/239.76.245.241:1234
CHC家庭影院,http://106.59.2.152:55555/rtp/239.200.201.30:8140
CHC家庭影院,http://106.59.3.228:55555/rtp/239.200.201.30:8140
CHC家庭影院,http://36.49.50.4:8800/rtp/239.37.0.188:5540
CHC家庭影院,http://220.176.218.17:9000/udp/239.252.219.84:5140
CHC家庭影院,http://219.156.94.32:4022/rtp/225.1.4.209:1262
CHC动作电影,http://180.213.170.24:8188/rtp/239.5.1.52:5000
CHC动作电影,http://118.251.18.140:8188/udp/239.76.252.243:9000
CHC动作电影,http://118.251.18.140:8188/udp/239.76.245.243:1234
CHC动作电影,http://58.46.31.101:8188/udp/239.76.252.243:9000
CHC动作电影,http://58.46.31.101:8188/udp/239.76.245.243:1234
CHC动作电影,http://106.59.2.152:55555/rtp/239.200.201.31:8144
CHC动作电影,http://106.59.3.228:55555/rtp/239.200.201.31:8144
CHC动作电影,http://27.154.99.234:3386/rtp/239.61.3.16:9616
CHC动作电影,http://36.49.50.4:8800/rtp/239.37.0.186:5540
CHC动作电影,http://220.176.218.17:9000/udp/239.252.219.85:5140
CHC高清电影,http://171.119.207.173:6000/rtp/226.0.2.93:8004
孤独的美食家,http://www.goodiptv.club/douyu/260322
孤独的美食家,http://live.metshop.top/douyu/260322
孤独的美食家,https://live.ottiptv.cc/douyu/260322
孤独的美食家,http://www.goodiptv.club/douyu/953193
孤独的美食家,http://live.metshop.top/douyu/953193
孤独的美食家,https://live.ottiptv.cc/douyu/953193
地下交通站,http://www.goodiptv.club/huya/11342433
地下交通站,http://live.metshop.top/huya/11342433
地下交通站,https://live.ottiptv.cc/huya/11342433
地下交通站,http://www.goodiptv.club/douyu/9470198
地下交通站,http://live.metshop.top/douyu/9470198
地下交通站,https://live.ottiptv.cc/douyu/9470198
地下交通站,http://www.goodiptv.club/douyu/12562123
地下交通站,http://live.metshop.top/douyu/12562123
地下交通站,https://live.ottiptv.cc/douyu/12562123
地下交通站,https://025365.xyz:8082/huya.php?id=11342433
龙门镖局,http://www.goodiptv.club/huya/11352874
龙门镖局,http://live.metshop.top/huya/11352874
龙门镖局,https://live.ottiptv.cc/huya/11352874
龙门镖局,https://025365.xyz:8082/huya.php?id=11352874
龙门镖局,http://huya.chinamm.cn/?id=11352874
东北一家人,http://www.goodiptv.club/huya/21059634
东北一家人,http://live.metshop.top/huya/21059634
东北一家人,https://live.ottiptv.cc/huya/21059634
东北一家人,http://www.goodiptv.club/douyu/7642724
东北一家人,http://live.metshop.top/douyu/7642724
东北一家人,https://live.ottiptv.cc/douyu/7642724
东北一家人,https://025365.xyz:8082/huya.php?id=21059634
东北一家人,http://huya.chinamm.cn/?id=21059634
爱情公寓,http://www.goodiptv.club/huya/11336726
爱情公寓,http://live.metshop.top/huya/11336726
爱情公寓,http://www.goodiptv.club/douyu/4105989
爱情公寓,http://live.metshop.top/douyu/4105989
爱情公寓,https://live.ottiptv.cc/douyu/4105989
爱情公寓,http://www.goodiptv.club/douyu/6863367
爱情公寓,http://live.metshop.top/douyu/6863367
爱情公寓,https://live.ottiptv.cc/douyu/6863367
爱情公寓,https://025365.xyz:8082/huya.php?id=11336726
爱情公寓,http://huya.chinamm.cn/?id=11336726
周星驰,http://huya.chinamm.cn/?id=11342412
周星驰,http://www.goodiptv.club/huya/11342412
周星驰,http://live.metshop.top/huya/11342412
周星驰,https://live.ottiptv.cc/huya/11342412
柯南,http://huya.chinamm.cn/?id=30080148
柯南,http://huya.chinamm.cn/?id=30080236
柯南,http://www.goodiptv.club/huya/30080148
柯南,http://www.goodiptv.club/huya/30080236
柯南,https://live.ottiptv.cc/huya/30080236
柯南,http://live.metshop.top/huya/30080148
柯南,http://live.metshop.top/huya/30080236
蜡笔小新,http://huya.chinamm.cn/?id=30362138
蜡笔小新,http://huya.chinamm.cn/?id=30527430
蜡笔小新,http://www.goodiptv.club/huya/30362138
蜡笔小新,http://www.goodiptv.club/huya/30527430
蜡笔小新,http://live.metshop.top/huya/30362138
蜡笔小新,http://live.metshop.top/huya/30527430
蜡笔小新,https://live.ottiptv.cc/huya/30527430
